origin,destination,date_departure,week_day,distance,capacity,origin_population,T_origin,humidity_origin,wind_speed_origin,T_destination,humidity_destination,wind_speed_destination,demand
Aktobe,Kazakhstan,2021-02-10,Wednesday,341,10.0,570475,-15.551020408163266,76.6734693877551,4.938775510204081,-13.056603773584904,83.79245283018868,7.584905660377358,6
Aktobe,Kazakhstan,2021-02-12,Friday,341,12.0,570475,-0.1632653061224489,81.38775510204081,4.306122448979592,0.2258064516129032,98.53225806451611,3.064516129032258,4
Aktobe,Kazakhstan,2021-02-14,Sunday,341,10.0,570475,-1.8085106382978724,72.25531914893617,5.446808510638298,-6.912280701754386,86.36842105263158,8.43859649122807,24
Aktobe,Kazakhstan,2021-02-16,Tuesday,341,10.0,570475,-14.652173913043478,73.93478260869566,3.4782608695652173,-20.536585365853657,79.6829268292683,2.658536585365854,13
Aktobe,Kazakhstan,2021-02-18,Thursday,341,10.0,570475,-14.081632653061224,76.18367346938776,6.918367346938775,-17.093023255813954,78.20930232558139,6.116279069767442,4
Aktobe,Kazakhstan,2021-02-20,Saturday,341,10.0,570475,-17.66,74.0,5.88,-19.92682926829268,76.51219512195122,2.4390243902439024,4
Aktobe,Kazakhstan,2021-02-22,Monday,341,10.0,570475,-19.57777777777778,77.22222222222223,4.311111111111111,-16.627450980392158,83.29411764705883,5.901960784313726,17
Aktobe,Kazakhstan,2021-02-24,Wednesday,341,272.0,570475,-22.32608695652174,70.41304347826087,6.891304347826087,-22.73015873015873,72.41269841269842,12.793650793650794,1
Aktobe,Kazakhstan,2021-02-26,Friday,341,6.0,570475,-20.043478260869566,74.43478260869566,6.369565217391305,-12.245283018867925,87.11320754716981,8.0,9
Aktobe,Kazakhstan,2021-02-28,Sunday,341,10.0,570475,-2.48936170212766,88.87234042553192,8.340425531914894,-9.291666666666666,83.60416666666667,8.0,15
Aktobe,Kazakhstan,2021-03-02,Tuesday,341,10.0,570475,-14.204545454545457,79.31818181818181,5.7727272727272725,-9.365384615384617,89.96153846153847,8.48076923076923,9
Aktobe,Kazakhstan,2021-03-04,Thursday,341,12.0,570475,-4.409090909090909,83.0909090909091,8.227272727272727,-3.076923076923077,82.1923076923077,9.442307692307692,7
Aktobe,Kazakhstan,2021-03-06,Saturday,341,272.0,570475,0.3777777777777777,93.6,4.733333333333333,-3.843137254901961,92.29411764705884,2.647058823529412,16
Aktobe,Kazakhstan,2021-03-08,Monday,341,10.0,570475,-8.48,79.36,8.02,-3.05,89.16666666666667,12.133333333333333,17
Aktobe,Kazakhstan,2021-03-10,Wednesday,341,272.0,570475,-6.883720930232558,83.62790697674419,10.0,-10.428571428571429,84.71428571428571,7.119047619047619,5
Aktobe,Kazakhstan,2021-03-12,Friday,341,10.0,570475,-18.53488372093023,74.3953488372093,4.209302325581396,-16.71794871794872,73.46153846153847,2.58974358974359,16
Aktobe,Kazakhstan,2021-03-14,Sunday,341,12.0,570475,-20.63157894736842,75.10526315789474,1.131578947368421,-14.909090909090908,78.75757575757575,3.515151515151515,15
Aktobe,Kazakhstan,2021-03-16,Tuesday,341,10.0,570475,-17.91176470588235,76.58823529411765,2.5294117647058822,-12.8,79.16666666666667,6.166666666666667,8
Aktobe,Kazakhstan,2021-03-18,Thursday,341,10.0,570475,-1.375,73.475,11.125,-1.25,88.52272727272727,8.068181818181818,6
Aktobe,Kazakhstan,2021-03-20,Saturday,341,12.0,570475,-1.25,88.375,8.770833333333334,-1.2666666666666666,83.11111111111111,8.933333333333334,33
Aktobe,Kazakhstan,2021-03-22,Monday,341,10.0,570475,-5.019607843137255,87.17647058823529,3.156862745098039,-2.688888888888889,91.77777777777776,4.555555555555555,19
Aktobe,Kazakhstan,2021-03-24,Wednesday,341,10.0,570475,-1.7959183673469388,82.18367346938776,5.673469387755102,0.7209302325581395,91.3953488372093,7.116279069767442,24
Aktobe,Kazakhstan,2021-03-26,Friday,341,12.0,570475,-1.84,85.78,5.9,-0.6808510638297872,87.85106382978724,9.595744680851064,17
Aktobe,Kazakhstan,2021-03-28,Sunday,341,12.0,570475,-2.4375,82.08333333333333,3.395833333333333,-0.0851063829787234,89.14893617021276,4.531914893617022,19
Aktobe,Kazakhstan,2021-03-30,Tuesday,341,10.0,570475,-3.471698113207548,85.20754716981132,2.0,-2.232558139534884,79.62790697674419,3.511627906976744,9
Aktobe,Kazakhstan,2021-04-01,Thursday,341,10.0,570475,-4.375,80.6875,4.5,1.7555555555555555,80.82222222222222,5.466666666666667,5
Aktobe,Kazakhstan,2021-04-04,Sunday,341,12.0,570475,1.1666666666666667,91.625,3.8958333333333335,1.5964912280701755,93.63157894736842,4.912280701754386,17
Aktobe,Kazakhstan,2021-04-06,Tuesday,341,10.0,570475,4.12,80.5,6.16,4.869565217391305,85.41304347826087,8.565217391304348,10
Aktobe,Kazakhstan,2021-04-08,Thursday,341,12.0,570475,4.708333333333333,79.20833333333333,2.1875,8.395833333333334,75.45833333333333,5.8125,10
Aktobe,Kazakhstan,2021-04-10,Saturday,341,272.0,570475,10.479166666666666,62.25,5.083333333333333,16.72093023255814,54.97674418604651,7.906976744186046,17
Aktobe,Kazakhstan,2021-04-12,Monday,341,6.0,570475,10.6875,51.3125,3.458333333333333,15.326086956521738,46.47826086956522,5.239130434782608,23
Aktobe,Kazakhstan,2021-04-14,Wednesday,341,10.0,570475,13.489795918367347,59.53061224489796,5.489795918367347,15.869565217391305,54.08695652173913,6.5,12
Aktobe,Kazakhstan,2021-04-16,Friday,341,6.0,570475,14.708333333333334,39.16666666666666,2.958333333333333,17.093023255813954,36.16279069767442,5.372093023255814,6
Aktobe,Kazakhstan,2021-04-18,Sunday,341,10.0,570475,14.583333333333334,59.208333333333336,2.708333333333333,13.77777777777778,63.266666666666666,2.6,11
Aktobe,Kazakhstan,2021-04-20,Tuesday,341,10.0,570475,3.1666666666666665,45.54166666666666,7.625,8.042553191489361,37.17021276595744,10.97872340425532,13
Aktobe,Kazakhstan,2021-04-22,Thursday,341,6.0,570475,8.666666666666666,38.208333333333336,6.25,7.4,71.31111111111112,6.422222222222223,2
Aktobe,Kazakhstan,2021-04-24,Saturday,341,10.0,570475,9.125,82.04166666666667,5.6875,10.066666666666666,83.22222222222223,4.666666666666667,17
Aktobe,Kazakhstan,2021-04-26,Monday,341,10.0,570475,8.791666666666666,87.72916666666667,3.9166666666666665,7.377777777777778,56.4,2.511111111111111,14
Aktobe,Kazakhstan,2021-04-28,Wednesday,341,272.0,570475,9.416666666666666,62.458333333333336,2.8125,7.673913043478261,71.45652173913044,4.130434782608695,3
Aktobe,Kazakhstan,2021-04-30,Friday,341,306.0,570475,9.583333333333334,52.8125,2.5,11.023255813953488,51.04651162790697,2.953488372093023,7
Aktobe,Kazakhstan,2021-05-02,Sunday,341,12.0,570475,15.5625,38.520833333333336,5.354166666666667,17.829787234042552,60.27659574468085,4.212765957446808,9
Aktobe,Kazakhstan,2021-05-04,Tuesday,341,10.0,570475,17.854166666666668,43.208333333333336,4.520833333333333,19.875,48.520833333333336,6.1875,13
Aktobe,Kazakhstan,2021-05-06,Thursday,341,10.0,570475,12.125,42.0625,5.041666666666667,12.02127659574468,49.95744680851064,2.723404255319149,4
Aktobe,Kazakhstan,2021-05-08,Saturday,341,10.0,570475,16.5531914893617,46.08510638297872,2.702127659574468,16.70212765957447,47.27659574468085,2.148936170212766,17
Aktobe,Kazakhstan,2021-05-10,Monday,341,10.0,570475,17.51063829787234,44.80851063829788,4.23404255319149,21.854166666666668,35.770833333333336,7.854166666666667,21
Aktobe,Kazakhstan,2021-05-12,Wednesday,341,12.0,570475,18.0,37.22222222222222,4.177777777777778,19.837209302325583,54.44186046511628,6.883720930232558,8
Aktobe,Kazakhstan,2021-05-14,Friday,341,10.0,570475,19.9375,39.5,1.75,23.95555555555556,29.244444444444444,6.511111111111111,4
Aktobe,Kazakhstan,2021-05-16,Sunday,341,10.0,570475,22.875,41.25,1.8958333333333333,25.80434782608696,32.93478260869565,4.5,9
Aktobe,Kazakhstan,2021-05-18,Tuesday,341,10.0,570475,23.04255319148936,41.680851063829785,2.5319148936170213,26.41304347826087,25.782608695652176,3.8260869565217392,18
Aktobe,Kazakhstan,2021-05-20,Thursday,341,12.0,570475,22.20408163265306,42.285714285714285,7.469387755102041,20.9,57.93333333333333,7.683333333333334,7
Aktobe,Kazakhstan,2021-05-22,Saturday,341,12.0,570475,23.14583333333333,43.520833333333336,3.7083333333333335,26.680851063829788,32.59574468085106,6.76595744680851,7
Aktobe,Kazakhstan,2021-05-24,Monday,341,6.0,570475,24.847826086956523,33.58695652173913,2.9130434782608696,28.34,22.48,6.5,27
Aktobe,Kazakhstan,2021-05-26,Wednesday,341,12.0,570475,27.64814814814815,31.61111111111111,3.6296296296296298,22.47826086956522,38.44927536231884,9.159420289855072,22
Aktobe,Kazakhstan,2021-05-28,Friday,341,6.0,570475,24.0625,27.83333333333333,6.083333333333333,25.93478260869565,31.30434782608696,5.978260869565218,14
Aktobe,Kazakhstan,2021-05-30,Sunday,341,10.0,570475,25.08333333333333,41.833333333333336,4.833333333333333,21.21311475409836,72.98360655737704,2.4754098360655736,24
Aktobe,Kazakhstan,2021-06-01,Tuesday,341,10.0,570475,23.75,51.75,4.895833333333333,23.625,61.208333333333336,3.9375,13
Aktobe,Kazakhstan,2021-06-04,Friday,341,10.0,570475,20.448979591836736,59.12244897959184,7.408163265306122,17.655172413793103,88.91379310344827,3.706896551724138,6
Aktobe,Kazakhstan,2021-06-06,Sunday,341,12.0,570475,20.5,26.33333333333333,4.229166666666667,20.266666666666666,51.73333333333333,3.466666666666667,14
Aktobe,Kazakhstan,2021-06-08,Tuesday,341,12.0,570475,22.58333333333333,30.979166666666668,2.520833333333333,21.64,60.26,4.24,9
Aktobe,Kazakhstan,2021-06-10,Thursday,341,306.0,570475,22.8936170212766,41.234042553191486,1.9148936170212767,21.96296296296296,64.25925925925925,3.1296296296296298,5
Aktobe,Kazakhstan,2021-06-12,Saturday,341,12.0,570475,24.416666666666668,30.9375,5.8125,20.51851851851852,77.12962962962963,2.351851851851852,7
Aktobe,Kazakhstan,2021-06-14,Monday,341,10.0,570475,26.3125,23.08333333333333,5.791666666666667,24.404255319148938,55.06382978723404,2.936170212765957,27
Aktobe,Kazakhstan,2021-06-16,Wednesday,341,10.0,570475,27.604166666666668,25.604166666666668,3.4375,25.822222222222223,53.6,4.4,13
Aktobe,Kazakhstan,2021-06-18,Friday,341,12.0,570475,22.854166666666668,41.75,6.5,20.39130434782609,47.32608695652174,5.652173913043479,4
Aktobe,Kazakhstan,2021-06-20,Sunday,341,12.0,570475,25.166666666666668,34.979166666666664,5.666666666666667,24.288888888888888,49.71111111111111,3.3777777777777778,6
Aktobe,Kazakhstan,2021-06-22,Tuesday,341,12.0,570475,25.479166666666668,30.8125,3.0,27.67391304347826,42.47826086956522,2.5434782608695654,9
Aktobe,Kazakhstan,2021-06-26,Saturday,341,12.0,570475,28.6,40.92,3.68,29.307692307692307,44.03846153846154,3.3846153846153846,8
Aktobe,Kazakhstan,2021-06-28,Monday,341,12.0,570475,29.83333333333333,37.91666666666666,3.5416666666666665,30.2,42.4,2.9,17
Aktobe,Kazakhstan,2021-06-30,Wednesday,341,12.0,570475,32.083333333333336,26.64583333333333,3.9791666666666665,28.44,53.52,4.52,11
Aktobe,Kazakhstan,2021-07-02,Friday,341,10.0,570475,29.4375,29.08333333333333,5.0,24.35185185185185,54.64814814814815,2.555555555555556,8
Aktobe,Kazakhstan,2021-07-04,Sunday,341,12.0,570475,28.26530612244898,36.51020408163265,3.4489795918367347,25.85106382978724,54.659574468085104,3.1702127659574466,10
Aktobe,Kazakhstan,2021-07-06,Tuesday,341,12.0,570475,18.791666666666668,67.875,6.625,23.37254901960784,53.47058823529412,7.549019607843137,11
Aktobe,Kazakhstan,2021-07-08,Thursday,341,12.0,570475,16.6734693877551,70.71428571428571,9.959183673469388,19.363636363636363,51.50909090909091,7.290909090909091,9
Aktobe,Kazakhstan,2021-07-10,Saturday,341,12.0,570475,23.729166666666668,50.16666666666666,3.6041666666666665,27.680851063829788,38.57446808510638,4.553191489361702,7
Aktobe,Kazakhstan,2021-07-12,Monday,341,10.0,570475,20.375,64.70833333333333,3.2916666666666665,23.382978723404257,41.46808510638298,5.829787234042553,19
Aktobe,Kazakhstan,2021-07-14,Wednesday,341,10.0,570475,21.125,48.208333333333336,4.229166666666667,25.354166666666668,41.8125,4.333333333333333,8
Aktobe,Kazakhstan,2021-07-16,Friday,341,12.0,570475,22.416666666666668,45.10416666666666,1.5416666666666667,27.375,28.041666666666668,2.8125,3
Aktobe,Kazakhstan,2021-07-18,Sunday,341,10.0,570475,25.54054054054054,58.7027027027027,1.972972972972973,30.45652173913044,36.69565217391305,2.760869565217391,13
Aktobe,Kazakhstan,2021-07-20,Tuesday,341,12.0,570475,25.93478260869565,50.54347826086956,2.0217391304347827,30.32608695652174,37.45652173913044,3.6739130434782608,4
Aktobe,Kazakhstan,2021-07-22,Thursday,341,10.0,570475,27.26530612244898,51.6530612244898,3.795918367346939,29.98245614035088,41.42105263157895,6.56140350877193,10
Aktobe,Kazakhstan,2021-07-24,Saturday,341,12.0,570475,21.125,73.35416666666667,3.625,22.45833333333333,54.583333333333336,2.4791666666666665,11
Aktobe,Kazakhstan,2021-07-26,Monday,341,12.0,570475,21.23404255319149,47.95744680851064,4.48936170212766,20.74,39.52,4.58,17
Aktobe,Kazakhstan,2021-07-28,Wednesday,341,10.0,570475,20.48780487804878,51.14634146341464,2.5121951219512195,23.354166666666668,37.60416666666666,4.145833333333333,12
Aktobe,Kazakhstan,2021-07-30,Friday,341,10.0,570475,22.541666666666668,42.520833333333336,4.041666666666667,28.303571428571427,39.58928571428572,4.964285714285714,7
Aktobe,Kazakhstan,2021-08-01,Sunday,341,10.0,570475,27.104166666666668,38.91666666666666,2.375,27.4375,44.895833333333336,2.583333333333333,14
Aktobe,Kazakhstan,2021-08-04,Wednesday,341,12.0,570475,29.489795918367346,35.816326530612244,3.4285714285714284,33.666666666666664,20.25,4.8125,13
Aktobe,Kazakhstan,2021-08-06,Friday,341,6.0,570475,26.2,49.64,4.4,25.155555555555555,36.266666666666666,4.622222222222222,18
Aktobe,Kazakhstan,2021-08-08,Sunday,341,10.0,570475,23.20833333333333,33.166666666666664,3.4791666666666665,26.604166666666668,28.625,4.458333333333333,10
Aktobe,Kazakhstan,2021-08-10,Tuesday,341,12.0,570475,25.0,45.85416666666666,1.9791666666666667,27.83333333333333,27.02083333333333,3.8958333333333335,6
Aktobe,Kazakhstan,2021-08-12,Thursday,341,12.0,570475,19.666666666666668,44.9375,4.5625,26.07843137254902,33.68627450980392,6.607843137254902,6
Aktobe,Kazakhstan,2021-08-14,Saturday,341,12.0,570475,20.979166666666668,35.458333333333336,1.3541666666666667,24.617021276595743,24.31914893617021,3.74468085106383,14
Aktobe,Kazakhstan,2021-08-16,Monday,341,12.0,570475,24.5,29.33333333333333,1.3958333333333333,26.14583333333333,21.5625,2.7916666666666665,10
Aktobe,Kazakhstan,2021-08-18,Wednesday,341,10.0,570475,26.266666666666666,30.51111111111112,1.488888888888889,29.930232558139537,21.13953488372093,1.558139534883721,14
Aktobe,Kazakhstan,2021-08-20,Friday,341,340.0,570475,27.375,32.791666666666664,1.4791666666666667,30.58,18.78,4.18,1
Aktobe,Kazakhstan,2021-08-22,Sunday,341,12.0,570475,27.791666666666668,28.8125,2.895833333333333,31.641509433962263,20.62264150943396,4.528301886792453,6
Aktobe,Kazakhstan,2021-08-24,Tuesday,341,10.0,570475,26.5,28.729166666666668,2.8541666666666665,29.846153846153847,20.71153846153846,5.653846153846154,8
Aktobe,Kazakhstan,2021-08-26,Thursday,341,306.0,570475,26.204545454545453,32.97727272727273,1.75,25.954545454545453,41.70454545454545,5.568181818181818,6
Aktobe,Kazakhstan,2021-08-28,Saturday,341,6.0,570475,23.375,45.35416666666666,4.208333333333333,21.44,36.18,4.88,5
Aktobe,Kazakhstan,2021-08-30,Monday,341,10.0,570475,16.083333333333332,39.54166666666666,2.895833333333333,17.652173913043477,35.5,3.565217391304348,17
Aktobe,Kazakhstan,2021-09-01,Wednesday,341,,570475,20.02083333333333,31.229166666666668,2.0625,22.58,21.98,5.24,3
Aktobe,Kazakhstan,2021-09-04,Saturday,341,12.0,570475,14.571428571428571,70.77551020408163,6.571428571428571,16.12280701754386,65.6842105263158,6.964912280701754,15
Aktobe,Kazakhstan,2021-09-06,Monday,341,6.0,570475,14.958333333333334,58.97916666666666,3.75,12.625,59.25,2.5416666666666665,15
Aktobe,Kazakhstan,2021-09-08,Wednesday,341,6.0,570475,12.270833333333334,54.333333333333336,4.729166666666667,13.2,48.018181818181816,5.290909090909091,3
Aktobe,Kazakhstan,2021-09-10,Friday,341,12.0,570475,18.354166666666668,40.3125,8.3125,20.857142857142858,46.10204081632653,6.040816326530612,4
Aktobe,Kazakhstan,2021-09-12,Sunday,341,10.0,570475,10.583333333333334,55.875,1.9166666666666667,12.88,48.18,2.58,10
Aktobe,Kazakhstan,2021-09-14,Tuesday,341,10.0,570475,16.520833333333332,35.729166666666664,4.208333333333333,15.125,38.10416666666666,3.5416666666666665,16
